,fors2name,zobs,Nc,Ns,Nm,funcmin_c,funcmin_m,funcmin_s,MAH_lgmO,MAH_logtc,MAH_early_index,MAH_late_index,MS_lgmcrit,MS_lgy_at_mcrit,MS_indx_lo,MS_indx_hi,MS_tau_dep,Q_lg_qt,Q_qlglgdt,Q_lg_drop,Q_lg_rejuv,AV,UV_BUMP,PLAW_SLOPE,LGMET,LGMETSCATTER
100,SPEC298,0.64548,1530,1521,9,71741026168.81111,3749.2337846346677,143482048588.38843,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
101,SPEC301,0.82204,1857,1848,9,5866653.534003963,4764.702071776974,11728542.365936149,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
102,SPEC302,0.96868,1786,1777,9,4248132.351435009,7063.174332893444,8489201.528537126,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
103,SPEC303,0.6937,1490,1482,8,2597534.1250811573,1536.0866125027399,5193532.163549812,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
104,SPEC305,0.42898,1085,1076,9,4071674.898385467,857.6805458460668,8142492.116225088,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
105,SPEC306,0.84358,1016,1007,9,497881.4448356916,83325.36612416239,912437.5235472209,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
106,SPEC307,0.2922,1359,1350,9,7057229.527437277,264.13949147536584,14114194.915383078,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
107,SPEC308,0.77452,1270,1261,9,2590444.775021165,7180.898907144391,5173708.651135186,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
108,SPEC309,0.63843,1217,1209,8,8871959.909309039,3660.412097899287,17740259.406520177,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
109,SPEC313,0.55905,1219,1210,9,116471.20242392474,6673.610842076095,226268.79400577338,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
110,SPEC315,0.43526,945,936,9,70980.65563852082,9077.385456506552,132883.9258205351,11.852382637034456,0.01,0.1,1.5849659832310272,12.040081006317374,-1.049335808378835,1.0662310051074175,-0.9827976417738673,1.9159003432729436,1.1277428937861107,-0.5653369537963039,-1.0729639224191474,-0.212307,0.9686178816123006,2.0523867117039125,-0.04229898829220204,-3.518358248525074,0.18373919218294688
111,SPEC317,0.82372,1350,1341,9,114669.25614287799,7493.886393297841,221844.62589245813,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
112,SPEC318,0.68151,1293,1284,9,1670581.16549246,9120.042546921739,3332042.288437998,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
113,SPEC319,0.43446,783,774,9,539057.3463076545,665.2028718822212,1077449.489743427,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
114,SPEC321,0.29288,1065,1057,8,271907385.31742436,1095.7616506353702,543813674.873198,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
115,SPEC322,0.2935,1280,1271,9,78760.71776322837,736.7409469433795,156784.69457951337,12.685693693132448,0.01353300551048654,0.1,9.339318573654676,11.790821161486184,-0.7000000000216662,2.0,-1.4389761438296251,2.1606147618075995,0.996428880378367,-1.3675509444525034,-2.0,-0.1,0.975540140342107,2.1861752983742995,-0.3370185420140187,-4.34,0.1000867080864849
116,SPEC323,0.47625,1221,1212,9,28292745.9300762,3436.6017208716967,56582055.25843153,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
117,SPEC324,0.67462,1297,1288,9,65387537.25763214,87080.4442754893,130687994.07098879,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
118,SPEC325,0.27305,1331,1322,9,84207982.53352739,373820.1526466125,168042144.91440818,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
119,SPEC326,0.23782,1290,1281,9,1151999.9841089537,3343.130179324838,2300656.838038583,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
120,SPEC327,0.72289,1212,1203,9,716641.3859066536,20981.75093341868,1412301.0208798884,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
121,SPEC328,0.2897,1074,1065,9,514415.1745234951,1874.3775655908162,1026955.9714813994,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
122,SPEC329,0.43,774,765,9,2795191.1737192175,149.54431848387813,5590232.803119951,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
123,SPEC331,0.40777,1310,1301,9,431680808.6751399,40869.474710851166,863320747.875569,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
124,SPEC332,0.56238,1002,993,9,446428.9907960846,250413.13721041163,642444.8443817575,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
125,SPEC333,0.27287,1061,1052,9,192722312.33514777,17776.162839996363,385426848.5074555,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
126,SPEC334,0.51703,1247,1239,8,3451218.1943203327,67502.6157759701,6834933.772864696,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
127,SPEC335,0.58321,1325,1317,8,1286347.9891026884,383289.20584236376,2189406.772363013,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
128,SPEC336,0.53926,1134,1125,9,8867480.836223,11318.117726831457,17723643.55471917,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
129,SPEC337,0.58288,1300,1291,9,2363744.459596934,56984.580914329556,4670504.338279538,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
130,SPEC338,0.58162,1254,1245,9,663117.2125466828,59766.30889694366,1266468.116196422,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
131,SPEC339,0.58367,1303,1294,9,322027.9235757893,36041.54686049129,608014.3002910874,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
132,SPEC340,0.36274,1302,1293,9,1293148.0634461301,65308.44028654869,2520987.6866057115,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
133,SPEC341,0.58636,1181,1172,9,872134.5653799359,10412.267113181057,1733856.8636466907,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
134,SPEC343,0.58715,1309,1301,8,19264172.097783554,49787.59629625687,38478556.59927085,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
135,SPEC344,0.51819,1179,1170,9,8543883.801806089,1272.4852142392008,17086495.118397936,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
136,SPEC345,0.56301,1164,1155,9,970123.3004457967,2564.6129904332684,1937681.98790116,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
137,SPEC346,3.86968,947,939,8,557047.9183189444,76244.7693858543,1037851.0672520346,14.0,0.15,0.1,0.1,13.0,-0.7,0.7898313765572867,-0.7,3.0,1.0,-0.50725,-1.01773,-0.212307,0.7234988339700252,2.6111390030450963,-0.35,-4.322748042417345,0.10286231890690475
138,SPEC348,0.79,922,913,9,304470.1070288083,10912.368489197795,598027.8455684189,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
139,SPEC349,0.48309,956,948,8,1150105.254170928,678674.8814299015,1621535.6269119545,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
140,SPEC350,0.41731,1239,1230,9,52509670.686426796,14949.058883850514,105004392.31396975,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
141,SPEC351,0.58218,1324,1315,9,926850852.1300764,394219.19643866166,1853307485.0637143,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
142,SPEC352,0.8084,1207,1198,9,816603.90638989,109237.87302328914,1523969.939756491,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
143,SPEC353,0.78863,1078,1069,9,169243.17646872118,82127.6365404122,256358.71639703013,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
144,SPEC354,1.09584,1032,1023,9,149207.25096880397,8332.685105373586,290081.8168322344,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
145,SPEC355,0.694,1175,1166,9,51198.42600792841,18551.84172413067,83845.01029172614,12.478249569682845,0.0100000724217987,0.1,0.17390857422359254,12.079488642516559,-0.7596637340540263,0.901996794696178,-1.0144240673024651,1.9386638161512748,0.8282309600601617,-0.4666072890002497,-0.960582712048555,-0.2128664728848235,0.7066366845307938,1.836385613837705,-0.33962721229806475,-3.5625830199546504,0.18209805576033766
146,SPEC357,0.7352,1103,1094,9,778847.5714403254,126290.857888067,1431404.2849925838,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
147,SPEC358,0.58469,1280,1272,8,2852374.2530859634,162046.07056483373,5542702.435607093,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
148,SPEC359,0.44446,815,806,9,3685588.4115359886,103217.88155945501,7267958.941512522,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
149,SPEC360,0.48472,1330,1321,9,282898.1418675236,177149.91391824742,388646.3698167998,12.214459904436554,0.03652169984208544,0.1,3.9478845159340823,11.61751419863721,-0.9654285479774629,1.9545093911731668,-0.9734638579402728,2.2312991463215783,1.9927451613960465,-1.6456304557697603,-1.5217318740983692,-0.212307,1.2565403607474208,3.0,-0.00018398799009854952,-4.34,0.2792412772117919
150,SPEC361,0.63443,1372,1364,8,21605646.35105687,85991.50001215887,43125301.20210158,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
151,SPEC362,0.63359,1363,1354,9,8955189425.472267,112681.40773970025,17910266169.536793,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
152,SPEC363,0.20285,1364,1355,9,1880980.6410148472,137053.61613343583,3624907.665896259,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
153,SPEC364,0.64323,1362,1353,9,2547819.1521457396,82664.10391276971,5012974.2003787095,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
154,SPEC365,0.29039,1352,1343,9,1640857.7180252508,5304.596690575896,3276410.8393599256,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
155,SPEC366,0.26579,1334,1325,9,3806868.167257608,1609.9975316932134,7612126.336983522,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
156,SPEC367,0.47194,1354,1345,9,6609311.844425241,31243.27277716913,13187380.416073313,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
157,SPEC368,0.41896,1373,1364,9,18718892.394952144,112896.02756382372,37324888.76234046,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
158,SPEC369,0.65654,1365,1356,9,247226.76317646154,60611.273147216874,433842.2532057062,12.312474648053133,0.1089579044424489,0.1,3.3771186652878384,11.780122068737844,-0.7,1.316387989340901,-0.9578492830801799,2.167750193751578,1.6796722350232995,-0.6691789265382437,-1.2210072038910855,-0.212307,1.294866671446959,1.823931884051992,-0.3499998865399121,-3.6313980266664614,0.10178300974783343
159,SPEC370,0.2252,874,865,9,633305.5555980921,354.6468839573816,1266256.464312227,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
160,SPEC371,0.76382,1345,1336,9,9569903.49596653,141716.3361063712,18998090.655826688,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
161,SPEC372,0.52288,1374,1365,9,1004194.7573508007,108294.18650391285,1900095.3281976886,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
162,SPEC373,0.29439,1375,1366,9,145374209504.5298,182772.4683646303,290748236236.5912,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
163,SPEC374,0.36442,1348,1339,9,58751384.36459119,235383.71053426032,117267385.01864812,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
164,SPEC375,0.32377,1356,1347,9,23395577.857638236,256477.5879181593,46534678.12735831,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
165,SPEC376,0.32407,1400,1391,9,7264921.227154886,2434035.851672673,12095806.6026371,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
166,SPEC377,0.24777,1358,1349,9,17103793.038509037,540.4455816607682,34207045.631436415,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
167,SPEC378,0.32478,1391,1382,9,7837673.890016278,320851.10063052364,15354496.679402033,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
168,SPEC379,0.32463,1388,1379,9,4441988791.599199,325904.4306106361,8883651678.767788,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
169,SPEC380,0.32245,1337,1328,9,13058156.975864546,476.61486951786856,26115837.336859576,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
170,SPEC381,0.29481,1383,1375,8,3523125.6246226933,274770.32003391307,6771480.929211473,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
171,SPEC382,0.35439,1379,1370,9,1060038.4952676853,169562.6329043615,1950514.3576310088,11.958456385778229,0.01,0.1,1.2922200297204787,11.993044242026503,-1.0288560707069734,1.090670912174967,-0.9987959285534908,1.969612436622284,0.8447064378480944,-0.39179734146577966,-0.9078549995190128,-0.1655076593640839,0.9717661198488796,2.0726483560730213,-0.3498777338366563,-4.34,0.1481359334039496
172,SPEC383,0.48497,1371,1362,9,3281868.1229422498,298775.57690438925,6264960.66898011,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
173,SPEC384,0.16191,1364,1355,9,383975.53442430054,64167.53719812703,703783.5316504741,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
174,SPEC385,0.22225,967,958,9,23412.489505109006,6675.814796984922,40149.16421323309,12.238320335023127,0.01,0.1,10.0,11.4805133419719,-0.7363113039067435,2.0,-0.7075791407401366,0.7082980357783827,1.0157629704745401,-1.12567962631849,-2.0,-0.1,0.23919469169478016,1.0140980473687236,-0.35,-4.34,0.1
175,SPEC386,0.63155,1371,1362,9,478014409.6467316,143548.61878994075,955885270.6746733,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
176,SPEC387,0.58446,1060,1052,8,223388.50812687693,239876.22709923156,206900.7891545223,12.90268150855529,0.01,0.1,2.2843753900825505,12.402606742550914,-1.2065585961434886,1.045582034762399,-0.9799425372754906,1.7235508513688225,0.9127611085519602,-1.6696180942552517,-1.1476174298255992,-0.20695211626832036,1.7988035630364854,2.0350847226823783,-0.34568245591015984,-4.339996561120919,0.15338176226928765
177,SPEC388,0.41494,1352,1343,9,415997.65352984885,481212.75608103536,350782.55097866233,12.181596168576556,0.15,0.1,5.371814140192015,11.566129017470754,-0.8684228783769308,1.930075970523891,-0.9015254503929723,1.4827031568361329,1.9226017470475323,-0.49135801121153505,-1.2309623072151117,-0.212307,1.3565509487010572,3.0,-0.000753433999249517,-4.34,0.1
178,SPEC389,0.49121,1362,1354,8,212305.31170552757,53896.89861518451,370713.7247958706,12.082037774564181,0.07760765567395175,0.1,3.0798463076817564,11.78811827445612,-0.9341726808053299,1.2863199943997583,-0.9519327753724178,2.1646127259257755,1.2190552326280115,-0.6256380630651263,-1.2287669445381804,-0.212307,1.4833348170973037,2.238416554092759,0.0,-3.8912815641211314,0.19954611315198087
179,SPEC390,0.58392,1143,1134,9,2372095.436040057,117601.84426156795,4626589.027818546,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
180,SPEC391,0.44763,1118,1109,9,2290910.982580643,146236.93551431564,4435585.02964697,11.854375040137537,0.15,0.1,0.38478539948507673,12.123658558045857,-1.083214162870173,0.9774918987294327,-1.0173909212931653,1.9650137116100956,0.9803052835198938,-0.20008957023273563,-0.8645909372940033,-0.212307,0.2914107626938927,2.378616540363894,-0.35,-3.5000637346689576,0.13059939253521136
181,SPEC392,0.29331,1388,1379,9,837167.8363113727,66304.10847847765,1608031.5641442677,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
182,SPEC393,0.73527,1056,1047,9,704550.9772384468,126278.84034035027,1282823.1141365434,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
183,SPEC394,0.80898,857,848,9,657858.1383966836,103228.40545682056,1212487.8713365467,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
184,SPEC395,0.80238,1356,1347,9,2823603473.021825,23816.09679043966,5647183129.946859,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
185,SPEC396,0.80188,1340,1331,9,21297907.354850948,14951.190466008235,42580863.51923589,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
186,SPEC397,0.47682,1063,1054,9,3903.36031019235,5389.974816760859,2416.745803623841,12.258356787274426,0.14968023197418154,0.1,5.3408019459995995,11.63753155215263,-0.7253156546149102,1.6507406355360412,-0.8999834483545884,2.280362046385945,1.9837847024956448,-0.33461130155848023,-1.2548934072054705,-0.212307,1.090897970140158,2.0867522087846444,-0.0013532503052403678,-4.34,0.1
187,SPEC398,0.2937,1389,1380,9,3930073.096535632,176770.48311477245,7683375.709956491,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
188,SPEC399,0.33646,1354,1345,9,24221027.376628365,93326.09827937768,48348728.65497735,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
189,SPEC400,0.33705,1182,1174,8,809884.1215587335,123.88582316761416,1619644.3572942994,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
190,SPEC401,0.43365,1379,1370,9,1614760.2437963933,50333.81463119618,3179186.6729615903,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
191,SPEC402,0.47781,1370,1361,9,72508304.73031852,753528.4993862321,144263080.9612508,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
192,SPEC403,0.29633,1320,1311,9,9296267.45625313,2776.6901778966744,18589758.222328365,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
193,SPEC404,0.28988,1389,1380,9,1055933.3982226076,84073.22625966783,2027793.5701855472,12.615117134053357,0.01,0.1,7.992657590870876,11.655521391336308,-0.7000000012831956,2.0,-1.022251505982319,1.3670326132675326,0.9816478341074462,-1.0882364477592517,-2.0,-0.10000000076819841,1.7608881067019235,1.5062952390343947,-0.3475516016550052,-4.34,0.1
194,SPEC405,0.60207,1366,1357,9,111140.64321027436,134199.5625474866,88081.72387306212,12.062889689208937,0.035353989615399185,0.1,2.7201110428930377,11.843137329638951,-0.9388062105606964,1.0833620583114945,-0.9517005323311708,2.087155612897447,1.207348019376522,-0.5053536507515182,-1.1637987798255356,-0.212307,0.8598805811532072,1.7644742041562957,-0.35,-4.010853305513653,0.14726248416675536
195,SPEC406,0.25175,1379,1370,9,106315725.21239246,15442.118726127,212616008.3060588,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
196,SPEC407,0.64297,843,834,9,8860722.162837876,267011.1138567777,17454433.211818974,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
197,SPEC408,0.55693,1372,1363,9,3030433.4758968013,41389.48092961136,6019477.470863991,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
198,SPEC409,0.1837,1031,1022,9,12811447091.572098,25036.667148182438,25622869146.477047,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
199,SPEC410,0.64258,1365,1356,9,145436603.85818014,84438.91705837207,290788768.7993019,12.0,0.05,0.1,1.0,12.0,-1.0,1.0,-1.0,2.0,1.0,-0.50725,-1.01773,-0.212307,1.0,2.0,-0.25,-3.5,0.2
