,fors2name,zobs,Nc,Ns,Nm,funcmin_c,funcmin_m,funcmin_s,MAH_lgmO,MAH_logtc,MAH_early_index,MAH_late_index,MS_lgmcrit,MS_lgy_at_mcrit,MS_indx_lo,MS_indx_hi,MS_tau_dep,Q_lg_qt,Q_qlglgdt,Q_lg_drop,Q_lg_rejuv,AV,UV_BUMP,PLAW_SLOPE,SCALEF
88,SPEC196,0.6482,1310,1302,8,61393.66318693005,20.065239604959483,122767.26113425514,12.250680923651068,0.060000000000000005,3.9942405005099277,1.0561427207818217,11.759575402107389,-0.9285461451309562,0.8242234487956457,-1.0330089884637725,2.25,1.1,-0.60725,-0.91773,-0.212307,0.0,1.0,-0.0001292494870205249,1.0
89,SPEC197,0.46922,1206,1197,9,1386926.136754985,24.841296806016143,2773827.432213164,12.332959926322516,0.060000000000000005,4.0,1.5,12.25,-0.8561808649394249,1.25,-1.25,2.25,1.1,-0.60725,-0.91773,-0.212307,0.0,1.0,0.0,1.0
90,SPEC198,0.44658,1356,1347,9,1184224.7339642718,3017.3490207073623,2365432.1189078363,14.0,0.060000000000000005,1.0,1.5,11.75,-1.25,0.75,-1.0498936498215192,2.25,1.1,-0.60725,-0.91773,-0.212307,0.0,1.0,0.0,1.0
91,SPEC204,0.44855,803,794,9,8087.245299864479,269.2468975026955,15905.243702226264,12.527559995184873,0.060000000000000005,4.0,1.5,12.25,-0.75,1.25,-0.75,2.2494920248788945,1.1,-0.60725,-0.91773,-0.212307,0.6827436389530254,3.0,0.0,1.0
92,SPEC205,0.68833,797,789,8,381015.41701295506,890.337865248838,761140.4961606613,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,0.75,-0.75,1.75,1.1,-0.60725,-0.91773,-0.212307,0.5972304390223231,1.0,-0.35,1.0
93,SPEC210,0.29316,1400,1391,9,331936.0236345243,14659.034483423553,649213.0127856251,12.275343685927673,0.060000000000000005,2.1532012455521383,1.2085574055738786,12.249999998835847,-0.7500430381021389,0.9038276551853142,-0.754156943072707,2.25,1.1,-0.60725,-0.91773,-0.19028997066181053,0.0,1.7795832273545487,-0.1539730652504844,1.0
94,SPEC214,0.29266,1354,1345,9,640718.6745795178,1910.6048320071704,1279526.7443270285,12.31749494234879,0.060000000000000005,2.530660177539299,1.5,12.25,-0.75,1.1997142809920718,-0.8061131714849673,2.237176963016161,1.1,-0.60725,-0.91773,-0.11230699999999999,0.0,1.0,0.0,1.0
95,SPEC218,0.438,489,480,9,66.40081605667315,11.161152061601605,121.6404800517447,12.212426319401514,0.060000000000000005,2.5160094333955163,0.5000281278456911,11.932452232912793,-1.067276356466272,0.9244527209859494,-1.2365625185554945,2.25,1.1,-0.60725,-0.91773,-0.212307,0.0,1.000000318798939,-1.2754333141808295e-05,1.0
96,SPEC221,0.50376,1040,1032,8,100311.22275572176,3230.285117273515,197392.16039417,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,1.25,-0.75,2.25,1.1,-0.60725,-0.91773,-0.212307,1.0150669955829517,3.0,0.0,1.0
97,SPEC222,0.29452,837,828,9,131980.89555759283,12486.637665002107,251475.15345018357,13.983573356001155,0.04,1.0,1.5,11.75,-1.1585447824823034,0.7579690305872537,-0.75,2.049618389490185,1.0705075747542625,-0.5617216304339203,-0.9948957805510206,-0.11230699999999999,0.0,1.0,0.0,1.0
98,SPEC223,0.56082,1446,1437,9,769037.3477013538,1490.9475929863554,1536583.7478097214,13.910962899556088,0.05958825034958761,3.9980018149468455,0.564627670445756,11.983667806763698,-0.7504356569095852,0.7503163083071077,-0.9351750314194252,2.229954960691934,1.1,-0.60725,-0.91773,-0.212307,0.0017172094478632347,1.000000343916527,-2.0985729340746025e-07,1.0
99,SPEC226,1.00453,1274,1265,9,10848547.889410917,312.9435471556088,21696782.835274678,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,1.25,-0.75,1.75,1.0,-0.50725,-1.01773,-0.212307,0.0,2.678182401314256,0.0,1.0
100,SPEC227,1.00404,1171,1162,9,3463234.1522795763,277.1542243984456,6926191.150334754,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,1.25,-0.75,1.75,1.0,-0.50725,-1.01773,-0.212307,0.0,3.0,0.0,1.0
101,SPEC231,0.29279,814,805,9,83708.54024332592,695.2347932302673,166721.84569342155,13.770483253772937,0.060000000000000005,1.6170498158722797,0.5003382526060411,12.161755103664444,-0.7699069733202003,0.772686918956638,-1.2471063700164216,2.2368250903159272,1.1,-0.60725,-0.91773,-0.11230699999999999,0.0,1.0,0.0,1.0
102,SPEC233,0.63909,1351,1342,9,567828.3352223334,1481.2074293518663,1134175.4630153151,14.0,0.060000000000000005,4.0,0.5,12.25,-0.75,0.75,-0.75,1.75,1.1,-0.60725,-0.91773,-0.212307,0.3028729234278622,3.0,-0.35,1.0
103,SPEC234,0.46605,1368,1359,9,14380643.233096939,9862.936762635445,28751423.529431242,13.2160730873144,0.060000000000000005,4.0,0.5,12.25,-0.75,1.25,-1.0328839764205584,1.75,1.1,-0.60725,-0.91773,-0.212307,0.0,1.0,0.0,1.0
104,SPEC235,0.29384,1131,1123,8,8668017.456181653,1124.4435298659735,17334910.46883344,13.999957268514803,0.04005709919078425,3.7803795641245115,0.6593460671390425,11.817680620697523,-0.75,0.7575052919786055,-1.2455832391587114,1.9029877268826447,1.1,-0.60725,-0.91773,-0.11230699999999999,0.0,1.0,0.0,1.0
105,SPEC236,0.32076,1345,1336,9,4221871.659753286,477.0842124751308,8443266.235294098,13.811906137268247,0.060000000000000005,3.9590157461874202,0.8001827751029329,11.75,-1.227423191278904,0.7773696391504816,-0.952845340815736,2.25,1.1,-0.60725,-0.91773,-0.11230699999999999,0.00561870565324631,1.0,0.0,1.0
106,SPEC237,0.4364,1350,1341,9,427480.5672418207,817.4115790175035,854143.7229046238,12.205111078516142,0.060000000000000005,3.4441750041024517,1.5,12.129656185107585,-0.75,1.25,-1.241664114114958,2.2499999801321917,1.1,-0.60725,-0.91773,-0.212307,0.29568561189256576,3.0,0.0,1.0
107,SPEC238,0.29179,1190,1182,8,413275.37386554363,185.8884267369845,826364.8593043503,14.0,0.060000000000000005,1.0,1.5,11.75,-1.25,0.75,-0.9947751014719363,2.25,1.1,-0.60725,-0.91773,-0.11230699999999999,0.58100408525523,1.0,0.0,1.0
108,SPEC240,0.39638,1331,1322,9,63567.02718429775,178.4082061548536,126955.64616244065,12.300540551065009,0.060000000000000005,3.476784741520963,1.5,12.25,-0.9534852518179612,1.25,-1.1701014462391264,2.25,1.1,-0.60725,-0.91773,-0.212307,0.0,1.0,0.0,1.0
109,SPEC242,0.07474,1330,1321,9,259487.60057498532,103.9869606921251,518871.21418927854,12.070127205534716,0.059994240222239134,2.7180536240767736,1.3887534551630993,12.1726344410825,-0.9581046387007067,1.1485364243672924,-1.0395179788335256,2.034700948929098,0.9889323030268122,-0.4072510022888459,-1.1177300000000001,-0.29044078582936156,0.014556828060768677,1.8634971827029696,-3.0424870772639238e-05,1.0
110,SPEC243,0.60239,1352,1343,9,89829.96359388772,400.04903581529527,179259.87815196015,13.039639705686723,0.060000000000000005,4.0,1.5,12.25,-0.75,1.25,-0.75,1.75,1.1,-0.60725,-0.91773,-0.212307,0.5490222348328907,1.0,-0.35,1.0
111,SPEC244,0.44853,1327,1319,8,121605.91102686014,19.26386147554128,243192.55819224473,13.434196715556702,0.04,3.6279550596520647,1.1847835548957968,11.75,-1.25,0.835087837141242,-1.2323730743912258,2.25,1.1,-0.60725,-0.91773,-0.212307,6.076027626774172e-09,1.2282850815740747,0.0,1.0
112,SPEC245,0.58548,1035,1027,8,90080.6115479989,283.2244778848565,179877.99861811294,12.606035494086457,0.060000000000000005,4.0,1.5,12.25,-0.75,1.25,-0.75,2.25,1.1,-0.60725,-0.91773,-0.212307,0.38483067050410913,3.0,0.0,1.0
113,SPEC246,0.68943,1366,1357,9,14544870.94366855,517.4517674440775,29089224.435569655,13.683054365992865,0.05141433379248686,3.756942977541547,0.670026984015853,12.25,-0.75,0.75,-0.8485076230984124,2.1977138787571318,1.1,-0.60725,-0.91773,-0.212307,0.3610807949941346,1.0,-0.022976715365919536,1.0
114,SPEC248,0.95751,1271,1262,9,857705.7513323742,796.3114631620542,1714615.1912015863,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,0.75,-0.75,1.75,1.0,-0.50725,-1.01773,-0.212307,0.20212970812418304,1.0,-0.35,1.0
115,SPEC249,0.07588,1222,1215,7,121692.6448114435,49.35742981872466,243335.9321930683,11.283610423842797,0.060000000000000005,4.0,1.5,11.75009317021555,-1.25,1.25,-1.25,2.25,0.9494893327851777,-0.40725,-1.1177300000000001,-0.11230699999999999,0.0,3.0,0.0,1.0
116,SPEC250,0.63175,1351,1342,9,40552.15777722426,202.9061076460712,80901.40944680244,12.694150992258985,0.060000000000000005,4.0,1.5,12.25,-0.75,1.25,-0.75,1.8180239018450042,1.1,-0.60725,-0.91773,-0.212307,0.5975032127092762,1.0,-0.35,1.0
117,SPEC252,0.29656,1340,1331,9,989235.9283300824,68.34542640022858,1978403.5112337647,12.25896215681303,0.060000000000000005,4.0,1.5,12.249999839959681,-1.2394736249744531,1.25,-1.25,2.25,1.1,-0.60725,-0.91773,-0.11230699999999999,0.0,1.000026624304323,0.0,1.0
118,SPEC253,0.7209,1309,1300,9,9873.560806248975,398.78643253119634,19348.335179966754,13.810373854278815,0.060000000000000005,4.0,1.5,12.25,-0.75,1.25,-0.75,2.25,1.1,-0.60725,-0.91773,-0.212307,0.4639645489946817,1.0,-0.35,1.0
119,SPEC258,0.62766,1270,1261,9,150144.68529493545,944.9315213029681,299344.43906856794,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,0.75,-0.75,1.75,1.1,-0.60725,-0.91773,-0.212307,1.0161249449892784,3.0,-0.35,1.0
120,SPEC259,0.46659,1340,1331,9,137435.04835146447,131.45433047564694,274738.6423724533,12.321302956312609,0.060000000000000005,4.0,1.5,12.25,-0.7624437127897676,1.25,-1.0816292348059484,2.25,1.1,-0.60725,-0.91773,-0.212307,0.0,1.0,0.0,1.0
121,SPEC260,0.83528,1110,1101,9,23776.0477786932,352.7253444841176,47199.37021290228,13.879571826108124,0.060000000000000005,4.0,0.6361012245402673,12.25,-0.75,0.75,-0.75,2.2376646767946697,1.0,-0.50725,-1.01773,-0.212307,0.5035190420239076,1.0,-0.19878979928449933,1.0
122,SPEC261,0.62748,1118,1110,8,22436.28466556212,193.19810659887392,44679.37122452537,12.633714081567406,0.060000000000000005,3.7851891104312934,1.5,12.25,-0.8297579847473325,0.9149240607473272,-0.75,2.2498191980583733,1.1,-0.60725,-0.91773,-0.212307,0.18506732793864755,1.0,-0.007251614937338915,1.0
123,SPEC262,0.50304,888,879,9,435799.789921008,325.9534619279294,871273.626380088,12.829047273020208,0.060000000000000005,3.1205082650204425,0.9326311783205987,12.095951301654237,-0.7502426171763185,0.9007774835060782,-1.1086461096282838,2.1277672688245435,1.1,-0.60725,-0.91773,-0.212307,0.7082535669557886,1.57923878492599,-0.016189374048480122,1.0
124,SPEC264,0.43551,1243,1235,8,999321.5781535986,167.17270831122377,1998475.983598886,13.982027939646196,0.05969378875330827,3.9993906184529315,0.5361722667462003,11.75310516554475,-0.7888141366485957,0.7519808448516067,-1.1779061023905437,2.25,1.1,-0.60725,-0.91773,-0.212307,0.0,1.0,0.0,1.0
125,SPEC265,1.30353,1145,1136,9,1831690.4128980078,119.08151063708672,3663261.7442853786,14.0,0.060000000000000005,2.0719024032586573,1.5,12.25,-0.75,0.8107871601088447,-0.75,2.2482875212368345,1.0,-0.50725,-1.01773,-0.212307,0.0,1.0,0.0,1.0
126,SPEC266,0.68301,1317,1308,9,104665.93641568159,89.27260029553712,209242.60023106763,12.805788978465532,0.060000000000000005,3.920870625416962,1.4999931658586467,12.25,-0.7500002472348387,1.25,-0.7500000033275539,2.198329188678075,1.0006408538249925,-0.4662109612005719,-1.077736034988165,-0.212307,0.4981347276452969,1.5394743556222787,-0.35,1.0
127,SPEC267,0.96102,1154,1145,9,33326.380386881654,377.4337093647493,66275.32706439856,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,1.25,-0.75,1.75,1.0,-0.50725,-1.01773,-0.212307,0.0,1.0,0.0,1.0
128,SPEC268,1.02295,1154,1145,9,26308.793006045707,280.15297602146467,52337.43303606995,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,0.7500242886576423,-0.75,1.75,1.0,-0.50725,-1.01773,-0.212307,0.27185756358043073,1.0,-0.35,1.0
129,SPEC271,0.8201,1316,1308,8,2064964.7302112654,266.2192410364884,4129663.241181494,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,0.75,-0.75,1.75,1.0,-0.50725,-1.01773,-0.212307,0.6193026338927394,1.0,-0.35,1.0
130,SPEC275,0.98627,1735,1727,8,462422.2136801572,243.33316435270274,924601.0941959617,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,0.9698130620630868,-0.75,1.75,1.0,-0.50725,-1.01773,-0.212307,0.377720783536802,1.0,-0.35,1.0
131,SPEC276,0.8284,1756,1747,9,138597.68434377114,255.6576904289908,276939.71099711326,13.831575503266906,0.059873099518802826,3.9988933999781353,0.604613347104397,12.045577263091916,-0.75,0.75,-0.7946420064447223,2.249770887668847,1.0,-0.50725,-1.01773,-0.212307,0.001458718330921177,1.0,-8.78051958921083e-06,1.0
132,SPEC277,0.82612,1496,1487,9,1196066.225216083,77.59208388751922,2392054.8583482783,14.0,0.04,3.9885827627379595,0.5,12.25,-0.75,0.75,-1.2288537537928994,1.75,1.0,-0.50725,-1.01773,-0.212307,0.0,1.0,0.0,1.0
133,SPEC278,0.8248,1428,1419,9,437383.8786157399,184.39471569516542,874583.3625157846,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,0.75,-0.75,1.75,1.0,-0.50725,-1.01773,-0.212307,0.6389640897762413,1.0,-0.35,1.0
134,SPEC279,0.71882,1591,1582,9,1003278.8771384023,769.8504144483763,2005787.9038623562,13.690782142219948,0.060000000000000005,3.899660273516691,0.6871975903629222,12.177765460415078,-0.750046736015319,0.7672527349157615,-0.75,2.234027933722257,1.1,-0.60725,-0.91773,-0.212307,0.09321311057127753,1.0682806555955093,-0.017504056473595726,1.0
135,SPEC280,0.49138,1454,1445,9,3454.557735042653,264.6904750223182,6644.424995062987,12.549753228355952,0.060000000000000005,1.649626344262701,1.5,12.249996401070968,-0.8067998315964996,1.25,-0.8537248683604232,2.2436537757558956,1.1,-0.60725,-0.91773,-0.212307,0.7675067029243073,2.9887966315957932,-0.3499976656292353,1.0
136,SPEC281,0.28908,1623,1614,9,68519.23418036364,37.76338493745977,137000.70497578982,12.1410884254168,0.053747990296072176,2.086272964485796,0.9728638592593698,11.885931675883066,-1.2499994378194719,0.9106229981003184,-1.0585062677896913,2.0685861073309484,0.9587684211347193,-0.604262343924189,-1.1148308747038054,-0.18433189205759212,0.0,1.713762645507749,0.0,1.0
137,SPEC282,1.0997,1566,1557,9,37637196.267579004,18.160018766562704,75274374.37513924,14.0,0.060000000000000005,4.0,1.0886287260885685,12.25,-0.75,0.75,-0.75,1.75,1.0,-0.50725,-1.01773,-0.212307,0.23328252313830908,1.0,-0.35,1.0
138,SPEC283,0.63182,1824,1815,9,3801269.125905492,353.98302479998637,7602184.268786184,13.515784783526936,0.060000000000000005,3.692351476646047,0.7349352987711198,12.070498729992043,-0.8223960062165934,0.8019217547862265,-0.7601487191450259,2.205114914893296,1.1,-0.60725,-0.91773,-0.212307,0.4473508831373901,1.0012038868525144,0.0,1.0
139,SPEC287,0.98032,1756,1749,7,1216803.3203695198,40.40752792314598,2433566.2332111164,14.0,0.060000000000000005,3.9062838854809785,1.4999999998503266,12.25,-0.75,1.243651975033907,-0.75,1.75,1.0,-0.50725,-1.01773,-0.212307,0.6362581257980738,1.0,-0.35,1.0
140,SPEC288,0.68969,1788,1780,8,3089142.3601564146,1559.9123243697952,6176724.807988459,14.0,0.060000000000000005,4.0,0.9707426997751047,12.25,-0.75,0.75,-0.75,1.75,1.1,-0.60725,-0.91773,-0.212307,0.0,1.0,0.0,1.0
141,SPEC291,1.00245,1565,1556,9,654877.7897818884,230.36739752679532,1309525.21216625,14.0,0.060000000000000005,4.0,0.5,12.25,-0.75,0.75,-0.75,1.75,1.0,-0.50725,-1.01773,-0.212307,0.24473385025762096,1.0,-0.35,1.0
142,SPEC292,0.99989,1834,1826,8,1879955.9168830854,255.6158004473868,3759656.2179657235,14.0,0.060000000000000005,4.0,0.829806105098621,12.25,-0.75,0.75,-0.75,1.75,1.0,-0.50725,-1.01773,-0.212307,0.2794188057379851,1.0,-0.35,1.0
143,SPEC294,0.43689,1296,1287,9,47630.80111094538,76.13636532881503,95185.46585656195,13.843371097396647,0.04,3.896793968243791,1.5,11.750597075886565,-1.249514313563347,0.7843238983866283,-1.1319302379588063,2.25,1.1,-0.60725,-0.91773,-0.212307,0.0,1.0,-0.00011312089491892395,1.0
144,SPEC295,0.76363,1621,1613,8,1606553.75511894,377.08439423128965,3212730.4258436486,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,0.75,-0.75,1.75,1.0,-0.50725,-1.01773,-0.212307,0.7174087147285935,1.0,-0.35,1.0
145,SPEC296,0.82181,1765,1757,8,5113991.417725462,508.55748723870096,10227474.277963685,14.0,0.060000000000000005,4.0,1.4950949700582066,12.25,-0.75,0.75,-0.75,1.75,1.0,-0.50725,-1.01773,-0.212307,0.4104133697642112,1.0,-0.35,1.0
146,SPEC297,0.82223,1576,1567,9,24097.816371301888,181.20156701869382,48014.43117558508,14.0,0.04,4.0,0.5,12.25,-0.75,0.75,-1.083504715794123,1.75,1.0,-0.50725,-1.01773,-0.212307,0.0,1.0,0.0,1.0
147,SPEC298,0.64548,1530,1521,9,906779.7100861594,712.3610564620611,1812847.0591158567,13.366905879199383,0.05999999999997278,3.726285127258079,1.5,12.163530439516926,-0.8474727257941158,0.8049624492625277,-0.750000000002695,2.2128104144798844,1.1,-0.60725,-0.91773,-0.212307,0.0,1.0,0.0,1.0
148,SPEC301,0.82204,1857,1848,9,1008407.0494469028,369.10832598998894,2016444.9905678157,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,0.75,-0.75,1.75,1.0,-0.50725,-1.01773,-0.212307,0.5362856378454406,1.0,-0.35,1.0
149,SPEC302,0.96868,1786,1777,9,409087.4918384758,206.1559404821387,817968.8277364695,14.0,0.060000000000000005,3.7827696061560565,1.3970498092763766,12.25,-0.75,0.75,-0.75,2.1421760545436808,1.0,-0.50725,-1.01773,-0.212307,0.329623731142794,1.0,-0.35,1.0
150,SPEC303,0.6937,1490,1482,8,18567.79699535534,365.3774003781212,36770.21659033256,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,1.25,-0.75,2.25,1.1,-0.60725,-0.91773,-0.212307,1.043624466394384,2.5146536700418647,-0.35,1.0
151,SPEC305,0.42898,1085,1076,9,328536.0794304706,60.01080493881524,657012.1480560023,14.0,0.04,1.0,0.9749478756737359,11.75,-1.1539202294290356,0.75,-1.0831285666601376,2.25,1.1,-0.60725,-0.91773,-0.212307,0.0,1.0,0.0,1.0
152,SPEC306,0.84358,1016,1007,9,149102.05361708536,847.6408403227784,297356.46639384795,14.0,0.05959129489973812,4.0,0.5,12.25,-0.75,0.75,-0.75,1.75,1.0,-0.50725,-1.01773,-0.212307,0.0,3.0,0.0,1.0
153,SPEC307,0.2922,1359,1350,9,234421.2839873303,13.678180868057165,468828.88979379256,12.004455255430551,0.05999986040586828,2.4157336573528325,1.0492608715807117,12.199440967235935,-0.8815350285391843,1.0144730001781956,-1.0017474460193514,2.0154853335670815,1.0996422620535289,-0.5429167277771799,-0.91773,-0.20635847418810432,0.6875308275309717,1.9385728594882838,-0.02411728537544604,1.0
154,SPEC308,0.77452,1270,1261,9,129274.73302386372,759.3458038596892,257790.12024386774,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,0.75,-0.75,1.75,1.0,-0.50725,-1.01773,-0.212307,0.3512260394479729,1.0,-0.35,1.0
155,SPEC309,0.63843,1217,1209,8,395884.42923890427,396.33907495885273,791372.5194028497,12.933586392585351,0.060000000000000005,4.0,1.5,12.25,-0.75,1.25,-0.75,1.75,1.1,-0.60725,-0.91773,-0.212307,0.36797141703692365,1.0,-0.35,1.0
156,SPEC313,0.55905,1219,1210,9,7295.094190741611,530.0994916365072,14060.088889846715,12.79723971014817,0.060000000000000005,4.0,1.5,12.25,-0.75,1.25,-0.75,1.75,1.1,-0.60725,-0.91773,-0.212307,0.5804257954438236,1.3384434296967145,-0.35,1.0
157,SPEC315,0.43526,945,936,9,132961.00278806672,78.0103936983569,265843.9951824351,13.998895451782982,0.04,1.001663116001847,0.5465762082334026,11.756237476245273,-0.7726180801326228,0.75,-1.1756377622894982,2.249962231602758,1.1,-0.60725,-0.91773,-0.212307,9.642842800158103e-05,1.0,0.0,1.0
158,SPEC317,0.82372,1350,1341,9,75814.42439301718,125.88516844513802,151502.9636175892,13.817292553558769,0.04,3.8929841012309017,0.5846650077589088,12.055362813554197,-0.75,0.75,-0.8799538491119453,2.2240549181699905,1.0,-0.50725,-1.01773,-0.212307,0.16491915276091362,1.0,-0.0008435051363979686,1.0
159,SPEC318,0.68151,1293,1284,9,104638.10974691987,1027.0438288896858,208249.17566495005,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,0.75,-0.75,1.75,1.1,-0.60725,-0.91773,-0.212307,0.8879557913985068,3.0,-0.35,1.0
160,SPEC319,0.43446,783,774,9,4406.2188189327935,162.25126497179374,8650.186372893793,13.924530858594139,0.060000000000000005,3.133103433966935,1.5,11.921959909980503,-1.2312926933492256,0.9167379803815642,-0.75,2.2068797392724666,1.1,-0.60725,-0.91773,-0.212307,1.1731940368239075,2.261988769696689,0.0,1.0
161,SPEC321,0.29288,1065,1057,8,13059572.903482776,255.35533683017516,26118890.451628722,11.789245803514328,0.060000000000000005,4.0,1.5,11.795425585639645,-1.1797470125260505,1.25,-1.25,2.25,1.1,-0.60725,-0.91773,-0.312307,0.04686942217297611,3.0,-0.35,1.0
162,SPEC322,0.2935,1280,1271,9,582201.9434388,5.619387684672753,1164398.2674899155,11.742272679562419,0.060000000000000005,4.0,1.5,11.75,-1.152937710738418,1.25,-1.25,2.25,1.1,-0.60725,-0.91773,-0.312307,0.0,3.0,0.0,1.0
163,SPEC323,0.47625,1221,1212,9,28915.22585518672,803.1549673620026,57027.29674301144,13.785476519013027,0.060000000000000005,3.9992252390288954,0.801092330150142,11.75,-1.0539077705041906,0.7683831870298522,-0.7792568649075237,2.25,1.1,-0.60725,-0.91773,-0.212307,0.0,1.0,0.0,1.0
164,SPEC324,0.67462,1297,1288,9,512570.7594680141,2786.5686794647945,1022354.9502565635,14.0,0.060000000000000005,3.5851507060462118,1.098098993821576,12.25,-0.75,0.75,-0.75,1.75,1.1,-0.60725,-0.91773,-0.212307,0.3390342485412021,1.4086447937258937,-0.35,1.0
165,SPEC325,0.27305,1331,1322,9,14531252.75058723,953.0454296518126,29061552.45574481,12.283870235089948,0.060000000000000005,4.0,1.5,12.25,-0.75,1.25,-1.25,2.25,1.1,-0.60725,-0.91773,-0.24928543282740262,0.0,2.358418820787701,0.0,1.0
166,SPEC326,0.23782,1290,1281,9,34695.16052888947,455.8503351832349,68934.47072259571,12.067187219821854,0.060000000000000005,4.0,1.5,12.108867570250537,-1.014573678833805,1.25,-1.25,2.249231960514728,1.1,-0.60725,-0.91773,-0.11230699999999999,0.0,1.0,0.0,1.0
167,SPEC327,0.72289,1212,1203,9,118795.51317524555,1807.9081497164982,235783.1182007746,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,0.75,-0.75,1.75,1.1,-0.60725,-0.91773,-0.212307,0.38113256023179537,1.0,-0.35,1.0
168,SPEC328,0.2897,1074,1065,9,138536.42938054368,544.3170317072277,276528.54172938014,14.0,0.060000000000000005,1.0,1.5,11.75,-1.25,0.75,-1.0932799817147896,2.25,1.1,-0.60725,-0.91773,-0.11230699999999999,0.0,1.0,0.0,1.0
169,SPEC329,0.43,774,765,9,3398.4715750737228,175.0891429237093,6621.8540072237365,13.382502215875721,0.046424645795324945,3.396191811816882,1.045493133080266,11.75,-1.25,0.8581676147034492,-0.7734051588695938,2.25,1.1,-0.60725,-0.91773,-0.212307,0.571713254252774,1.0139491009289332,0.0,1.0
170,SPEC331,0.40777,1310,1301,9,2924066.877097827,20695.707525942234,5827438.046669711,13.921642378162316,0.060000000000000005,1.0,1.5,12.25,-0.75,0.7503859010094018,-0.75,2.25,1.1,-0.60725,-0.91773,-0.212307,0.0,1.0,0.0,1.0
171,SPEC332,0.56238,1002,993,9,179921.928265604,7156.480623887676,352687.3759073203,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,0.75,-0.75,1.75,1.1,-0.60725,-0.91773,-0.212307,0.5424046729393794,3.0,-0.35,1.0
172,SPEC333,0.27287,1061,1052,9,11916840.381002344,533.3261746586401,23833147.43583003,14.0,0.060000000000000005,1.0,1.5,11.75,-1.25,0.75,-1.2276912326739964,2.25,1.1,-0.60725,-0.91773,-0.11230699999999999,0.0,1.0,0.0,1.0
173,SPEC334,0.51703,1247,1239,8,52277.20623631087,460.18032226313164,104094.23215035861,13.155633399382108,0.05999992523065903,3.3071419417789625,0.571155151873402,12.249999858870094,-0.7770698253565947,0.8576934807587617,-0.9646919172812033,2.103690624055919,1.1,-0.60725,-0.91773,-0.212307,0.5442535459348699,1.5079738033768146,-0.09856190099661162,1.0
174,SPEC335,0.58321,1325,1317,8,310953.5327266845,3179.62958592721,618727.4358674418,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,0.75,-0.75,1.75,1.1,-0.60725,-0.91773,-0.212307,0.6176145104544996,3.0,-0.35,1.0
175,SPEC336,0.53926,1134,1125,9,36652.98003310359,1679.2657574776076,71626.69430872957,13.32440813294135,0.060000000000000005,4.0,0.5,12.25,-0.75,0.75,-1.1143436718384678,1.75,1.1,-0.60725,-0.91773,-0.212307,0.0,1.0,-1.1655303447347827e-06,1.0
176,SPEC337,0.58288,1300,1291,9,292566.8708276832,1487.4173008682226,583646.3243544982,12.857054416798512,0.060000000000000005,4.0,1.5,12.25,-0.75,1.25,-0.75,1.75,1.1,-0.60725,-0.91773,-0.212307,0.12675368351729155,3.0,-0.35,1.0
177,SPEC338,0.58162,1254,1245,9,33216.74188313504,3079.1175082420605,63354.366258028014,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,0.75,-0.75,1.75,1.1,-0.60725,-0.91773,-0.212307,0.7775944843364341,3.0,-0.35,1.0
178,SPEC340,0.36274,1302,1293,9,274169.67308907676,1296.8915941909765,547042.4545839626,12.356466504753353,0.060000000000000005,3.982788074238979,1.5,12.25,-0.75,1.25,-1.25,2.25,1.1,-0.60725,-0.9438100985080016,-0.212307,0.0,2.130047029143527,-0.04230016253585678,1.0
179,SPEC341,0.58636,1181,1172,9,8865.875994730966,3026.057475421882,14705.69451404005,14.0,0.060000000000000005,4.0,1.5,12.25,-0.75,1.25,-0.75,2.25,1.1,-0.60725,-0.91773,-0.212307,0.3736411977596259,2.526851981783733,-0.35,1.0
180,SPEC343,0.58715,1309,1301,8,437747.88290287316,453.75412691406234,875042.0116788322,12.73975553801955,0.060000000000000005,4.0,1.5,12.25,-0.75,1.25,-0.75,2.1327916159581464,1.1,-0.60725,-0.91773,-0.212307,0.32589004495473095,3.0,-0.30623869773575646,1.0
181,SPEC344,0.51819,1179,1170,9,16792.97267414345,697.3432849209752,32888.60206336592,13.095215950897227,0.060000000000000005,4.0,1.5,12.205197677976345,-1.057161973544406,0.8124769015722442,-0.75,2.25,1.1,-0.60725,-0.91773,-0.212307,0.0,1.0,0.0,1.0
